,UNITID_P,INSTNM,City,State,men_total15,women_total15,FORCIB13,NONFOR13,RAPE14,RAPE15,FONDL14,FONDL15,STATR14,STATR15,men_total14,women_total14,FORCIB12,NONFOR12,men_total13,women_total13,FORCIB11,NONFOR11,men_total12,women_total12,FORCIB10,NONFOR10,men_total11,women_total11,FORCIB9,NONFOR9,men_total10,women_total10,FORCIB8,NONFOR8,men_total9,women_total9,FORCIB7,NONFOR7,men_total8,women_total8,FORCIB6,NONFOR6,men_total7,women_total7,FORCIB5,NONFOR5,TITLE9
3202,166823003.0,Massasoit Community College,Middleboro,MA,3354.0,4283.0,3.0,0.0,,,,,,,215.0,173.0,2.0,0.0,50.0,2424.0,1.0,0.0,4678.0,4532.0,,,8319.0,9256.0,,,943.0,1465.0,3.0,0.0,1488.0,1723.0,2.0,0.0,1614.0,2284.0,1.0,0.0,1129.0,1496.0,3.0,0.0,
3203,166850001.0,Merrimack College,NORTH ANDOVER,MA,1710.0,1910.0,5.0,0.0,5.0,11.0,2.0,4.0,0.0,0.0,8472.0,13813.0,1.0,0.0,3395.0,784.0,0.0,0.0,1007.0,1595.0,5.0,0.0,8319.0,9256.0,0.0,0.0,943.0,1465.0,0.0,0.0,1488.0,1723.0,0.0,0.0,1614.0,2284.0,0.0,0.0,,,0.0,0.0,
3204,166869001.0,MGH Institute of Health Professions,BOSTON,MA,179.0,933.0,0.0,0.0,,,,,,,89.0,691.0,1.0,0.0,2113.0,1687.0,2.0,0.0,3968.0,5050.0,2.0,0.0,8319.0,9256.0,,,943.0,1465.0,0.0,0.0,1488.0,1723.0,0.0,0.0,1626.0,1794.0,0.0,0.0,,,,,
3205,166887001.0,Middlesex Community College,BEDFORD,MA,3817.0,5204.0,10.0,0.0,,,,,,,1452.0,2870.0,7.0,0.0,2979.0,3392.0,3.0,0.0,3968.0,5050.0,,,8319.0,9256.0,,,943.0,1465.0,,,1488.0,1723.0,,,1626.0,1794.0,,,3250.0,2332.0,,,
3206,166887002.0,Middlesex Community College,Lowell,MA,3817.0,5204.0,3.0,0.0,2.0,,0.0,,0.0,,1452.0,2870.0,1.0,0.0,574.0,1080.0,6.0,0.0,1.0,56.0,,,8319.0,9256.0,,,943.0,1465.0,,,1488.0,1723.0,,,1626.0,1794.0,,,3250.0,2332.0,,,
3207,166911001.0,Montserrat College of Art,BEVERLY,MA,105.0,266.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,633.0,852.0,2.0,0.0,155.0,1223.0,1.0,0.0,4947.0,5890.0,6.0,0.0,8319.0,9256.0,,,943.0,1465.0,,,1488.0,1723.0,,,405.0,946.0,,,1.0,39.0,,,
3208,166939001.0,Mount Holyoke College,SOUTH HADLEY,MA,13.0,2202.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1162.0,2044.0,2.0,0.0,1042.0,1108.0,4.0,0.0,4947.0,5890.0,0.0,0.0,8319.0,9256.0,5.0,0.0,1994.0,2731.0,2.0,0.0,1067.0,1469.0,3.0,0.0,2266.0,2550.0,0.0,0.0,692.0,720.0,0.0,0.0,
3209,166948001.0,Mount Ida College,NEWTON,MA,439.0,906.0,4.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1162.0,2044.0,0.0,0.0,1042.0,1108.0,0.0,0.0,4947.0,5890.0,0.0,0.0,10099.0,14563.0,1.0,0.0,1297.0,1965.0,1.0,0.0,1972.0,3194.0,2.0,0.0,267.0,348.0,2.0,0.0,37.0,446.0,,,
321,106810001.0,Crowley's Ridge College,PARAGOULD,AR,123.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,99.0,0.0,0.0,2677.0,3561.0,0.0,0.0,2701.0,4068.0,0.0,0.0,0.0,12.0,,,54.0,32.0,,,3461.0,6794.0,0.0,0.0,1.0,23.0,0.0,0.0,276.0,343.0,0.0,0.0,
3210,166957001.0,Mount Wachusett Community College,GARDNER,MA,1437.0,2637.0,1.0,0.0,,,,,,,1162.0,2044.0,,,1042.0,1108.0,0.0,0.0,4947.0,5890.0,0.0,0.0,10099.0,14563.0,0.0,0.0,644.0,348.0,0.0,0.0,34.0,54.0,0.0,0.0,1586.0,2746.0,0.0,0.0,2452.0,3284.0,,,
3211,166957003.0,Mount Wachusett Community College,Leominster,MA,1437.0,2637.0,0.0,0.0,,,,,,,1126.0,1978.0,0.0,0.0,4359.0,1937.0,0.0,0.0,40.0,2442.0,0.0,0.0,10099.0,14563.0,1.0,0.0,1232.0,2963.0,0.0,0.0,3775.0,2620.0,0.0,0.0,500.0,276.0,0.0,0.0,600.0,557.0,0.0,0.0,
3212,166957004.0,Mount Wachusett Community College,Devens,MA,1437.0,2637.0,5.0,0.0,,,,,,,503.0,311.0,0.0,0.0,2452.0,3995.0,0.0,0.0,3377.0,775.0,0.0,0.0,10099.0,14563.0,0.0,0.0,217.0,42.0,1.0,0.0,3775.0,2620.0,,,1679.0,2179.0,,,716.0,1003.0,,,
3213,166957005.0,Mount Wachusett Community College,Fitchburg,MA,1437.0,2637.0,2.0,0.0,0.0,,0.0,,0.0,,503.0,311.0,2.0,0.0,853.0,805.0,4.0,0.0,2120.0,1682.0,3.0,0.0,10099.0,14563.0,0.0,0.0,236.0,378.0,0.0,0.0,0.0,24.0,0.0,0.0,1679.0,2179.0,0.0,0.0,362.0,358.0,0.0,0.0,
3214,166975001.0,Cortiva Institute-Boston,Watertown,MA,47.0,107.0,3.0,0.0,0.0,,0.0,,0.0,,503.0,311.0,2.0,0.0,664.0,643.0,2.0,0.0,2774.0,3307.0,5.0,0.0,128.0,79.0,0.0,0.0,2052.0,1949.0,0.0,0.0,779.0,817.0,0.0,0.0,951.0,1032.0,3.0,0.0,813.0,1107.0,1.0,0.0,
3215,166984001.0,School of the Museum of Fine Arts-Boston,BOSTON,MA,136.0,356.0,,,,,,,,,503.0,311.0,5.0,0.0,1.0,34.0,6.0,0.0,581.0,1035.0,7.0,0.0,7497.0,10153.0,,,2052.0,1949.0,0.0,0.0,26.0,415.0,0.0,0.0,1088.0,1735.0,2.0,0.0,1674.0,1965.0,,,
3216,167039001.0,Rob Roy Academy-New Bedford,New Bedford,MA,0.0,16.0,,,,,,,,,503.0,311.0,0.0,0.0,395.0,11.0,1.0,0.0,132.0,1192.0,0.0,0.0,7497.0,10153.0,,,2052.0,1949.0,0.0,0.0,2470.0,3745.0,0.0,0.0,914.0,1730.0,0.0,0.0,1674.0,1965.0,,,
3217,167057001.0,The New England Conservatory of Music,BOSTON,MA,425.0,364.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,503.0,311.0,0.0,0.0,640.0,779.0,2.0,0.0,1013.0,1111.0,3.0,0.0,7497.0,10153.0,0.0,0.0,2052.0,1949.0,0.0,0.0,651.0,558.0,0.0,0.0,1717.0,1552.0,2.0,1.0,6852.0,7663.0,4.0,0.0,
3218,167093001.0,New England College of Optometry,Boston,MA,153.0,358.0,1.0,0.0,1.0,,0.0,,0.0,,1099.0,2530.0,0.0,0.0,770.0,942.0,0.0,0.0,4174.0,1783.0,0.0,0.0,1245.0,2004.0,0.0,0.0,6.0,64.0,0.0,0.0,795.0,1213.0,0.0,0.0,431.0,411.0,1.0,0.0,,,,,
3219,167093003.0,New England College of Optometry,Boston,MA,153.0,358.0,7.0,0.0,7.0,,1.0,,0.0,,927.0,865.0,14.0,0.0,1846.0,1670.0,0.0,0.0,2345.0,3876.0,5.0,0.0,534.0,160.0,0.0,0.0,6.0,64.0,0.0,0.0,448.0,366.0,0.0,0.0,2213.0,2753.0,,,80.0,74.0,,,
322,106829001.0,Crowley's Ridge Technical Institute,FORREST CITY,AR,117.0,88.0,0.0,0.0,,,,,,,442.0,826.0,0.0,0.0,2677.0,3561.0,0.0,0.0,2701.0,4068.0,0.0,0.0,2.0,74.0,,,971.0,1450.0,1.0,0.0,537.0,937.0,2.0,0.0,2790.0,3994.0,1.0,0.0,352.0,967.0,,,
3220,167093004.0,New England College of Optometry,Roslindale,MA,153.0,358.0,0.0,0.0,0.0,,0.0,,0.0,,99.0,161.0,0.0,0.0,751.0,1250.0,0.0,0.0,964.0,843.0,0.0,0.0,2707.0,4281.0,0.0,0.0,6.0,64.0,3.0,0.0,846.0,1150.0,1.0,0.0,1.0,56.0,,,81.0,220.0,,,
3221,167181001.0,New England School of Acupuncture,Newton,MA,41.0,126.0,3.0,0.0,0.0,,0.0,,0.0,,628.0,802.0,2.0,0.0,1185.0,1643.0,0.0,0.0,698.0,684.0,2.0,0.0,2707.0,4281.0,,,1617.0,1604.0,,,1928.0,2163.0,,,48.0,262.0,,,351.0,1541.0,,,
3222,167215001.0,New England Law-Boston,BOSTON,MA,310.0,378.0,1.0,0.0,,,,,,,4.0,40.0,0.0,0.0,1748.0,3229.0,0.0,0.0,0.0,48.0,,,2707.0,4281.0,,,1617.0,1604.0,0.0,0.0,1928.0,2163.0,0.0,0.0,2648.0,3831.0,0.0,0.0,723.0,688.0,0.0,0.0,
3223,167224001.0,New England School of Photography,BOSTON,MA,19.0,41.0,2.0,0.0,7.0,,0.0,,0.0,,1036.0,1683.0,4.0,0.0,1748.0,3229.0,,,429.0,11.0,,,2707.0,4281.0,7.0,0.0,6667.0,7522.0,2.0,0.0,7138.0,7817.0,3.0,1.0,2648.0,3831.0,,,723.0,688.0,,,
3224,167251001.0,Newbury College,BROOKLINE,MA,378.0,487.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1036.0,1683.0,0.0,0.0,856.0,1449.0,0.0,0.0,660.0,801.0,1.0,0.0,2.0,115.0,,,6648.0,14550.0,,,3.0,171.0,,,2648.0,3831.0,,,2768.0,4034.0,,,
3225,167260001.0,Nichols College,DUDLEY,MA,878.0,576.0,2.0,0.0,4.0,4.0,2.0,4.0,0.0,0.0,1744.0,1305.0,1.0,0.0,856.0,1449.0,0.0,0.0,865.0,1098.0,0.0,0.0,594.0,781.0,0.0,0.0,6648.0,14550.0,,,83.0,90.0,10.0,0.0,2648.0,3831.0,10.0,0.0,24007.0,26876.0,10.0,0.0,
3226,167288001.0,Massachusetts College of Liberal Arts,North Adams,MA,601.0,1040.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1744.0,1305.0,0.0,0.0,0.0,41.0,0.0,0.0,1935.0,1616.0,0.0,0.0,5513.0,5882.0,,,6648.0,14550.0,,,75.0,195.0,,,224.0,547.0,,,24007.0,26876.0,,,
3227,167297001.0,North Bennet Street School,BOSTON,MA,124.0,37.0,,,,,,,,,13.0,57.0,1.0,0.0,1.0,38.0,0.0,0.0,820.0,1273.0,0.0,0.0,5513.0,5882.0,,,6648.0,14550.0,,,500.0,1813.0,0.0,0.0,1385.0,1618.0,0.0,0.0,1183.0,1163.0,0.0,0.0,
3228,167312001.0,North Shore Community College,Danvers,MA,2689.0,4272.0,0.0,0.0,0.0,,0.0,,0.0,,50.0,44.0,0.0,0.0,1809.0,2225.0,1.0,0.0,1148.0,1824.0,1.0,0.0,2041.0,4030.0,0.0,0.0,6648.0,14550.0,0.0,0.0,1034.0,703.0,0.0,0.0,1385.0,1618.0,,,128.0,278.0,,,
3229,167312002.0,North Shore Community College,Lynn,MA,2689.0,4272.0,0.0,0.0,0.0,,0.0,,0.0,,127.0,2460.0,0.0,0.0,245.0,61.0,0.0,0.0,1936.0,3598.0,0.0,0.0,2041.0,4030.0,,,6648.0,14550.0,0.0,0.0,1034.0,703.0,0.0,0.0,1385.0,1618.0,0.0,0.0,366.0,423.0,0.0,0.0,
323,106883001.0,East Arkansas Community College,FORREST CITY,AR,450.0,750.0,0.0,0.0,,,,,,,9.0,196.0,0.0,0.0,2677.0,3561.0,0.0,0.0,2701.0,4068.0,0.0,0.0,823.0,1345.0,,,223.0,128.0,,,370.0,741.0,1.0,0.0,6728.0,7399.0,0.0,0.0,1226.0,1921.0,1.0,0.0,
3230,167312004.0,North Shore Community College,Middleton,MA,2689.0,4272.0,,,,,,,,,127.0,2460.0,,,41.0,200.0,,,1936.0,3598.0,1.0,0.0,2041.0,4030.0,2.0,0.0,13139.0,18366.0,0.0,0.0,3082.0,4272.0,,,1385.0,1618.0,,,4200.0,4988.0,,,
3231,167321001.0,The New England Institute of Art,Brookline,MA,168.0,94.0,,,,,,,,,127.0,2460.0,0.0,0.0,39.0,122.0,0.0,0.0,919.0,1526.0,0.0,0.0,2041.0,4030.0,6.0,0.0,13139.0,18366.0,11.0,0.0,24726.0,26933.0,10.0,0.0,1385.0,1618.0,,,26.0,228.0,,,
3232,167358001.0,Northeastern University,BOSTON,MA,10144.0,9796.0,9.0,0.0,11.0,7.0,1.0,5.0,0.0,0.0,127.0,2460.0,6.0,0.0,11501.0,15340.0,4.0,0.0,919.0,1526.0,,,2041.0,4030.0,1.0,0.0,13139.0,18366.0,0.0,0.0,24726.0,26933.0,,,1385.0,1618.0,,,,,,,2.0
3233,167358002.0,Northeastern University,Charlotte,NC,10144.0,9796.0,0.0,0.0,0.0,,0.0,,0.0,,377.0,731.0,0.0,0.0,4039.0,5644.0,,,2.0,54.0,,,669.0,1146.0,0.0,0.0,13139.0,18366.0,0.0,0.0,1168.0,1111.0,0.0,0.0,1385.0,1618.0,0.0,0.0,,,0.0,0.0,2.0
3234,167358003.0,Northeastern University,Seattle,WA,10144.0,9796.0,,,,,,,,,149.0,3.0,1.0,0.0,4039.0,5644.0,1.0,0.0,1847.0,2161.0,0.0,0.0,2.0,114.0,,,13139.0,18366.0,2.0,0.0,115.0,220.0,3.0,0.0,1070.0,1433.0,5.0,0.0,5738.0,5446.0,0.0,0.0,2.0
3235,167376001.0,Northern Essex Community College,HAVERHILL,MA,2560.0,4068.0,0.0,0.0,0.0,,0.0,,0.0,,838.0,1183.0,0.0,0.0,4039.0,5644.0,0.0,0.0,244.0,51.0,0.0,0.0,1805.0,2849.0,0.0,0.0,603.0,919.0,0.0,0.0,305.0,406.0,0.0,0.0,1826.0,3050.0,0.0,0.0,709.0,977.0,1.0,0.0,
3236,167376002.0,Northern Essex Community College,Lawrence,MA,2560.0,4068.0,0.0,0.0,0.0,,2.0,,0.0,,838.0,1183.0,0.0,0.0,31.0,334.0,,,46.0,233.0,13.0,0.0,1805.0,2849.0,9.0,0.0,12274.0,12771.0,5.0,0.0,4906.0,5712.0,,,37.0,52.0,,,,,,,
3237,167394001.0,College of Our Lady of the Elms,CHICOPEE,MA,398.0,1314.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3180.0,2385.0,1.0,0.0,31.0,334.0,,,30.0,135.0,,,1805.0,2849.0,,,12274.0,12771.0,,,34.0,294.0,0.0,0.0,3374.0,2454.0,0.0,0.0,1.0,103.0,0.0,0.0,
3238,167394002.0,College of Our Lady of the Elms,Gardner,MA,398.0,1314.0,4.0,0.0,1.0,,2.0,,0.0,,3341.0,1567.0,0.0,0.0,31.0,334.0,4.0,0.0,11780.0,15846.0,2.0,1.0,1805.0,2849.0,,,12274.0,12771.0,,,3.0,135.0,3.0,0.0,3374.0,2454.0,2.0,0.0,3114.0,4380.0,2.0,0.0,
3239,167394003.0,College of Our Lady of the Elms,Springfield,MA,398.0,1314.0,,,,,,,,,3341.0,1567.0,,,217.0,329.0,1.0,0.0,4099.0,5869.0,0.0,0.0,1350.0,1455.0,1.0,0.0,12274.0,12771.0,0.0,0.0,85.0,85.0,0.0,0.0,0.0,37.0,0.0,0.0,3114.0,4380.0,0.0,0.0,
324,106892001.0,Eastern College of Health Vocations-Little Rock,LITTLE ROCK,AR,8.0,141.0,0.0,0.0,,,,,,,12.0,386.0,0.0,0.0,2677.0,3561.0,0.0,0.0,2701.0,4068.0,0.0,0.0,707.0,1289.0,0.0,0.0,696.0,808.0,0.0,0.0,5.0,63.0,4.0,0.0,5873.0,7308.0,0.0,0.0,1097.0,1014.0,0.0,0.0,
3240,167394004.0,College of Our Lady of the Elms,Greenfield,MA,398.0,1314.0,,,,,,,,,870.0,1360.0,,,217.0,329.0,0.0,0.0,4099.0,5869.0,,,1350.0,1455.0,1.0,0.0,12274.0,12771.0,0.0,0.0,5985.0,5679.0,1.0,0.0,722.0,783.0,1.0,0.0,2718.0,3730.0,,,
3241,167394005.0,College of Our Lady of the Elms,Holyoke,MA,398.0,1314.0,1.0,0.0,,,,,,,16.0,208.0,0.0,0.0,362.0,378.0,0.0,0.0,4099.0,5869.0,,,9219.0,11421.0,0.0,0.0,12274.0,12771.0,0.0,0.0,730.0,975.0,5.0,0.0,27.0,488.0,,,63.0,172.0,,,
3242,167394006.0,College of Our Lady of the Elms,Pittsfield,MA,398.0,1314.0,0.0,0.0,,,,,,,465.0,411.0,0.0,0.0,61.0,88.0,0.0,0.0,26.0,330.0,,,9219.0,11421.0,,,12274.0,12771.0,,,635.0,1155.0,,,2244.0,3374.0,,,,,,,
3243,167455001.0,Pine Manor College,CHESTNUT HILL,MA,204.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,98.0,0.0,0.0,739.0,684.0,0.0,0.0,26.0,330.0,0.0,0.0,3092.0,1165.0,2.0,0.0,12274.0,12771.0,0.0,0.0,2.0,108.0,0.0,0.0,578.0,563.0,0.0,0.0,,,,,
3244,167464001.0,Pope St John XXIII National Seminary,WESTON,MA,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6509.0,7808.0,5.0,0.0,3704.0,5887.0,1.0,0.0,26.0,330.0,,,3092.0,1165.0,3.0,0.0,12274.0,12771.0,2.0,0.0,3146.0,4364.0,3.0,0.0,733.0,1157.0,,,3982.0,5183.0,,,
3245,167525001.0,Quincy College,QUINCY,MA,1552.0,3180.0,0.0,0.0,0.0,,0.0,,0.0,,289.0,422.0,0.0,0.0,3704.0,5887.0,,,298.0,406.0,0.0,0.0,3092.0,1165.0,0.0,0.0,149.0,90.0,0.0,0.0,3146.0,4364.0,0.0,0.0,438.0,384.0,0.0,0.0,539.0,681.0,0.0,0.0,1.0
3246,167525002.0,Quincy College,Plymouth,MA,1552.0,3180.0,5.0,0.0,5.0,,4.0,,0.0,,13347.0,18765.0,5.0,0.0,3704.0,5887.0,,,298.0,406.0,,,3092.0,1165.0,,,2.0,61.0,3.0,0.0,3138.0,4306.0,1.0,0.0,800.0,1100.0,2.0,0.0,127.0,680.0,,,1.0
3247,167534001.0,Quinsigamond Community College,WORCESTER,MA,3372.0,4692.0,0.0,0.0,0.0,,0.0,,0.0,,13347.0,18765.0,0.0,0.0,3704.0,5887.0,0.0,0.0,314.0,353.0,0.0,0.0,3092.0,1165.0,,,148.0,88.0,,,102.0,359.0,,,1716.0,2123.0,,,1758.0,2269.0,,,
3248,167534003.0,Quinsigamond Community College,Southbridge,MA,3372.0,4692.0,0.0,0.0,0.0,,0.0,,0.0,,13347.0,18765.0,0.0,0.0,3704.0,5887.0,0.0,0.0,62.0,92.0,0.0,0.0,3092.0,1165.0,,,1417.0,1290.0,,,738.0,358.0,,,1716.0,2123.0,,,1758.0,2269.0,,,
3249,167598001.0,Regis College,WESTON,MA,358.0,1596.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,13347.0,18765.0,1.0,0.0,3704.0,5887.0,0.0,0.0,719.0,692.0,0.0,0.0,,,,,21.0,74.0,2.0,0.0,738.0,358.0,3.0,1.0,6941.0,7680.0,2.0,1.0,52.0,20.0,,,1.0
325,106908001.0,Imagine-Paul Mitchell Partner School,North Little Rock,AR,18.0,297.0,0.0,0.0,,,,,,,12.0,386.0,0.0,0.0,2677.0,3561.0,0.0,0.0,2701.0,4068.0,0.0,0.0,707.0,1289.0,,,617.0,925.0,,,3.0,103.0,,,589.0,127.0,,,2.0,13.0,,,
3250,167631001.0,Roxbury Community College,ROXBURY CROSSING,MA,666.0,1591.0,,,,,,,,,13347.0,18765.0,0.0,0.0,3704.0,5887.0,1.0,0.0,4053.0,6644.0,1.0,0.0,11447.0,12522.0,,,980.0,1600.0,,,4564.0,5482.0,0.0,0.0,2.0,166.0,0.0,0.0,,,0.0,0.0,
3251,167677001.0,Saint John's Seminary,BRIGHTON,MA,154.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13347.0,18765.0,,,3704.0,5887.0,,,4053.0,6644.0,,,11447.0,12522.0,0.0,0.0,3689.0,5730.0,1.0,0.0,543.0,700.0,0.0,0.0,81.0,88.0,,,433.0,498.0,,,
3252,167729001.0,Salem State University,SALEM,MA,3373.0,5842.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,13347.0,18765.0,,,3704.0,5887.0,0.0,0.0,4053.0,6644.0,0.0,0.0,1138.0,3276.0,0.0,0.0,3689.0,5730.0,,,,,0.0,0.0,79.0,220.0,0.0,0.0,91.0,78.0,0.0,0.0,
3253,167738001.0,Salter College-West Boylston,West Boylston,MA,64.0,284.0,,,,,,,,,13347.0,18765.0,,,3704.0,5887.0,0.0,0.0,4053.0,6644.0,0.0,0.0,544.0,1782.0,0.0,0.0,1686.0,2387.0,3.0,0.0,1857.0,2386.0,,,393.0,1653.0,,,,,,,
3254,167783001.0,Simmons College,BOSTON,MA,499.0,5163.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,13347.0,18765.0,,,3704.0,5887.0,0.0,0.0,4053.0,6644.0,0.0,0.0,428.0,637.0,0.0,0.0,1686.0,2387.0,0.0,0.0,1857.0,2386.0,0.0,0.0,859.0,676.0,2.0,0.0,65.0,99.0,0.0,0.0,
3255,167792001.0,Bard College at Simon's Rock,GREAT BARRINGTON,MA,130.0,199.0,1.0,0.0,9.0,6.0,0.0,5.0,0.0,0.0,13347.0,18765.0,,,10.0,215.0,9.0,0.0,4053.0,6644.0,5.0,0.0,22345.0,20371.0,7.0,0.0,1882.0,2133.0,0.0,0.0,73.0,14.0,,,859.0,676.0,,,247.0,536.0,,,
3256,167835001.0,Smith College,NORTHAMPTON,MA,65.0,2809.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,13347.0,18765.0,,,10.0,215.0,,,4053.0,6644.0,,,164.0,27.0,0.0,0.0,1882.0,2133.0,0.0,0.0,1275.0,1795.0,0.0,0.0,2821.0,4118.0,0.0,0.0,196.0,245.0,3.0,0.0,
3257,167871001.0,Southeastern Technical Institute,SOUTH EASTON,MA,17.0,104.0,,,,,,,,,13347.0,18765.0,,,4638.0,5634.0,13.0,0.0,4053.0,6644.0,11.0,0.0,22896.0,24929.0,10.0,0.0,1882.0,2133.0,11.0,0.0,411.0,456.0,10.0,0.0,24174.0,26966.0,10.0,0.0,123.0,414.0,,,
3258,167899001.0,Springfield College,SPRINGFIELD,MA,1377.0,1864.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2717.0,3228.0,0.0,0.0,4.0,72.0,,,4053.0,6644.0,,,22896.0,24929.0,0.0,0.0,468.0,956.0,0.0,0.0,70.0,74.0,0.0,0.0,24174.0,26966.0,,,104.0,507.0,,,
3259,167899002.0,Springfield College,Boston,MA,1377.0,1864.0,1.0,0.0,2.0,,1.0,,0.0,,4396.0,6791.0,1.0,0.0,565.0,433.0,,,4053.0,6644.0,4.0,0.0,22896.0,24929.0,0.0,0.0,2509.0,2845.0,4.0,0.0,4.0,152.0,0.0,0.0,1146.0,1053.0,0.0,0.0,,,,,
326,106908002.0,Imagine-Paul Mitchell Partner School,Norman,OK,18.0,297.0,1.0,0.0,,,,,,,1116.0,1885.0,3.0,0.0,1532.0,2051.0,3.0,0.0,2701.0,4068.0,0.0,0.0,707.0,1289.0,0.0,0.0,433.0,1130.0,0.0,0.0,271.0,348.0,0.0,0.0,36.0,56.0,1.0,0.0,,,1.0,0.0,
3260,167899003.0,Springfield College,North Charleston,SC,1377.0,1864.0,,,,,,,,,4396.0,6791.0,,,465.0,33.0,,,4053.0,6644.0,0.0,0.0,22896.0,24929.0,0.0,0.0,269.0,338.0,0.0,0.0,313.0,660.0,,,115.0,258.0,,,2243.0,3655.0,,,
3261,167899005.0,Springfield College,Manchester,NH,1377.0,1864.0,,,,,,,,,4396.0,6791.0,,,465.0,33.0,1.0,0.0,9.0,239.0,2.0,0.0,5190.0,1832.0,1.0,0.0,1598.0,2644.0,0.0,0.0,144.0,194.0,0.0,0.0,327.0,414.0,0.0,0.0,0.0,2086.0,1.0,0.0,
3262,167899006.0,Springfield College,Milwaukee,WI,1377.0,1864.0,1.0,0.0,,,,,,,3578.0,5611.0,0.0,0.0,2093.0,3019.0,0.0,0.0,9.0,239.0,0.0,0.0,5190.0,1832.0,0.0,0.0,458.0,282.0,0.0,0.0,,,,,4380.0,5191.0,,,2019.0,1890.0,,,
3263,167899007.0,Springfield College,Saint Johnsbury,VT,1377.0,1864.0,,,,,,,,,33.0,284.0,,,2093.0,3019.0,,,4872.0,5891.0,,,4298.0,4366.0,,,1935.0,2512.0,,,,,,,34.0,251.0,,,,,,,
3264,167899009.0,Springfield College,Tampa,FL,1377.0,1864.0,,,,,,,,,6164.0,8089.0,,,2093.0,3019.0,,,3.0,83.0,,,4298.0,4366.0,,,1935.0,2512.0,,,0.0,28.0,5.0,0.0,9.0,182.0,5.0,0.0,7811.0,9129.0,3.0,0.0,
3265,167899010.0,Springfield College,Wilmington,DE,1377.0,1864.0,,,,,,,,,6164.0,8089.0,,,18.0,185.0,1.0,0.0,564.0,460.0,0.0,0.0,3169.0,5093.0,1.0,0.0,978.0,1042.0,4.0,0.0,2511.0,3758.0,0.0,0.0,86.0,75.0,0.0,0.0,2018.0,62.0,1.0,0.0,
3266,167899011.0,Springfield College,Houston,TX,1377.0,1864.0,,,,,,,,,859.0,1982.0,,,8.0,137.0,,,710.0,54.0,1.0,0.0,2014.0,2871.0,0.0,0.0,1097.0,1713.0,0.0,0.0,0.0,2105.0,1.0,0.0,5854.0,5512.0,1.0,0.0,2299.0,3682.0,0.0,0.0,
3267,167899012.0,Springfield College,Tustin,CA,1377.0,1864.0,11.0,0.0,,,,,,,859.0,1982.0,7.0,0.0,9557.0,13890.0,4.0,0.0,2124.0,3107.0,0.0,0.0,2014.0,2871.0,2.0,0.0,1067.0,1891.0,0.0,0.0,2167.0,2292.0,5.0,0.0,677.0,930.0,5.0,0.0,2299.0,3682.0,,,
3268,167905001.0,Springfield Technical Community College,SPRINGFIELD,MA,2678.0,3608.0,,,,,,,,,859.0,1982.0,,,9557.0,13890.0,,,2124.0,3107.0,,,1767.0,2673.0,,,2201.0,1472.0,,,0.0,93.0,2.0,0.0,591.0,1074.0,4.0,0.0,1356.0,1684.0,4.0,0.0,
3269,167987001.0,University of Massachusetts-Dartmouth,NORTH DARTMOUTH,MA,4551.0,4365.0,9.0,0.0,7.0,7.0,1.0,4.0,0.0,0.0,859.0,1982.0,,,9557.0,13890.0,,,2124.0,3107.0,0.0,0.0,1767.0,2673.0,0.0,0.0,419.0,418.0,0.0,0.0,8571.0,9552.0,5.0,0.0,3.0,92.0,0.0,0.0,508.0,762.0,0.0,0.0,1.0
327,106980001.0,National Park Community College,HOT SPRINGS,AR,1168.0,1846.0,6.0,0.0,,,,,,,439.0,876.0,4.0,0.0,652.0,792.0,1.0,0.0,2701.0,4068.0,0.0,0.0,707.0,1289.0,0.0,0.0,282.0,348.0,1.0,0.0,482.0,1290.0,,,67.0,39.0,,,,,,,
3270,167987002.0,University of Massachusetts-Dartmouth,New Bedford,MA,4551.0,4365.0,,,,,,,,,859.0,1982.0,,,9557.0,13890.0,,,24.0,210.0,,,698.0,1364.0,0.0,0.0,2255.0,2931.0,0.0,0.0,1971.0,50.0,2.0,0.0,3136.0,4384.0,2.0,0.0,,,3.0,0.0,1.0
