,UNITID_P,INSTNM,City,State,men_total15,women_total15,FORCIB13,NONFOR13,RAPE14,RAPE15,FONDL14,FONDL15,STATR14,STATR15,men_total14,women_total14,FORCIB12,NONFOR12,men_total13,women_total13,FORCIB11,NONFOR11,men_total12,women_total12,FORCIB10,NONFOR10,men_total11,women_total11,FORCIB9,NONFOR9,men_total10,women_total10,FORCIB8,NONFOR8,men_total9,women_total9,FORCIB7,NONFOR7,men_total8,women_total8,FORCIB6,NONFOR6,men_total7,women_total7,FORCIB5,NONFOR5,TITLE9
6040,213303001.0,Keystone College,LA PLUME,PA,559.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1943.0,1.0,0.0,941.0,1086.0,,,655.0,1082.0,1.0,0.0,1926.0,3534.0,0.0,0.0,8726.0,9029.0,1.0,0.0,3287.0,4916.0,6.0,0.0,17733.0,18371.0,2.0,0.0,382.0,555.0,0.0,0.0,
6041,213321001.0,King's College,WILKES-BARRE,PA,1106.0,1204.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,258.0,1943.0,,,941.0,1086.0,,,655.0,1082.0,,,1926.0,3534.0,,,8726.0,9029.0,0.0,0.0,667.0,707.0,0.0,0.0,1297.0,2163.0,0.0,0.0,132.0,48.0,0.0,0.0,
6042,213330001.0,Kittanning Beauty Academy,KITTANNING,PA,0.0,15.0,,,,,,,,,258.0,1943.0,,,30.0,92.0,,,655.0,1082.0,,,1926.0,3534.0,,,8726.0,9029.0,0.0,0.0,2.0,51.0,0.0,0.0,717.0,671.0,0.0,0.0,282.0,16.0,,,
6043,213349001.0,Kutztown University of Pennsylvania,KUTZTOWN,PA,3938.0,5057.0,3.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,7805.0,4782.0,12.0,0.0,11.0,124.0,,,12.0,116.0,,,82.0,1023.0,2.0,0.0,8726.0,9029.0,0.0,0.0,3557.0,5643.0,1.0,0.0,393.0,392.0,0.0,0.0,281.0,371.0,0.0,0.0,
6044,213358001.0,La Roche College,PITTSBURGH,PA,653.0,870.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7805.0,4782.0,15.0,0.0,4347.0,4596.0,7.0,0.0,4224.0,7499.0,5.0,0.0,170.0,78.0,,,328.0,996.0,1.0,0.0,3557.0,5643.0,1.0,0.0,2146.0,4215.0,0.0,0.0,,,,,
6045,213367001.0,La Salle University,PHILADELPHIA,PA,1968.0,3715.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,7805.0,4782.0,7.0,0.0,2014.0,1440.0,7.0,0.0,4224.0,7499.0,0.0,0.0,619.0,872.0,0.0,0.0,41.0,307.0,,,3557.0,5643.0,,,83.0,180.0,,,,,,,
6046,213367002.0,La Salle University,Newtown,PA,1968.0,3715.0,2.0,0.0,,,,,,,7805.0,4782.0,4.0,0.0,4321.0,6048.0,2.0,0.0,3.0,56.0,0.0,0.0,1616.0,2394.0,0.0,0.0,1992.0,2204.0,,,3557.0,5643.0,0.0,0.0,87.0,261.0,0.0,0.0,658.0,1950.0,1.0,0.0,
6047,213367003.0,La Salle University,Plymouth Meeting,PA,1968.0,3715.0,,,,,,,,,7805.0,4782.0,,,2010.0,923.0,,,372.0,762.0,,,295.0,319.0,,,5360.0,7424.0,,,1.0,72.0,0.0,0.0,516.0,82.0,1.0,0.0,7162.0,10273.0,0.0,0.0,
6048,213376001.0,Lackawanna College,SCRANTON,PA,844.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7805.0,4782.0,,,2010.0,923.0,,,372.0,762.0,,,295.0,319.0,,,202.0,11.0,,,18975.0,27529.0,0.0,0.0,445.0,77.0,0.0,0.0,,,0.0,0.0,
6049,213376002.0,Lackawanna College,Hazleton,PA,844.0,785.0,,,,,,,,,7805.0,4782.0,,,2010.0,923.0,,,372.0,762.0,,,96.0,304.0,,,2.0,20.0,0.0,0.0,18975.0,27529.0,0.0,0.0,111.0,163.0,0.0,0.0,,,,,
605,114813003.0,Fresno Pacific University,Visalia,CA,1031.0,2311.0,0.0,0.0,0.0,,0.0,,0.0,,982.0,733.0,0.0,0.0,2774.0,3060.0,,,1117.0,2236.0,,,6222.0,7317.0,,,514.0,1261.0,,,417.0,1209.0,1.0,0.0,409.0,1171.0,5.0,0.0,3573.0,4200.0,6.0,0.0,
6050,213376003.0,Lackawanna College,Hawley,PA,844.0,785.0,1.0,0.0,0.0,,0.0,,0.0,,114.0,1417.0,0.0,0.0,150.0,7.0,,,372.0,762.0,,,1153.0,2598.0,,,2406.0,3816.0,0.0,0.0,18975.0,27529.0,0.0,0.0,322.0,406.0,0.0,0.0,,,,,
6051,213376004.0,Lackawanna College,Towanda,PA,844.0,785.0,0.0,0.0,1.0,,0.0,,0.0,,469.0,861.0,0.0,0.0,1.0,35.0,10.0,0.0,2757.0,742.0,3.0,0.0,1153.0,2598.0,0.0,0.0,13350.0,12705.0,0.0,0.0,18975.0,27529.0,,,66.0,79.0,,,,,,,
6052,213376005.0,Lackawanna College,New Milford,PA,844.0,785.0,0.0,0.0,0.0,,0.0,,0.0,,334.0,1800.0,0.0,0.0,2026.0,2639.0,0.0,0.0,679.0,1267.0,0.0,0.0,1153.0,2598.0,,,1.0,23.0,0.0,0.0,18975.0,27529.0,0.0,0.0,2065.0,3448.0,0.0,0.0,630.0,1261.0,0.0,0.0,
6053,213385001.0,Lafayette College,EASTON,PA,1296.0,1237.0,4.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,617.0,1446.0,0.0,0.0,2744.0,5956.0,0.0,0.0,11205.0,9563.0,1.0,0.0,6478.0,8772.0,4.0,1.0,2035.0,2779.0,0.0,0.0,18975.0,27529.0,3.0,0.0,5021.0,8444.0,0.0,0.0,1593.0,2750.0,0.0,0.0,
6054,213400001.0,Lancaster Bible College,LANCASTER,PA,1025.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,513.0,1.0,0.0,7223.0,10476.0,,,11205.0,9563.0,0.0,0.0,6478.0,8772.0,0.0,0.0,870.0,713.0,0.0,0.0,5302.0,6342.0,0.0,0.0,549.0,1598.0,0.0,0.0,,,0.0,0.0,
6055,213446001.0,Lancaster Theological Seminary,LANCASTER,PA,33.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,513.0,,,7223.0,10476.0,,,11205.0,9563.0,0.0,0.0,6478.0,8772.0,0.0,0.0,758.0,1815.0,0.0,0.0,15579.0,19424.0,1.0,0.0,750.0,1263.0,4.0,0.0,3195.0,5187.0,0.0,0.0,
6056,213455001.0,Lancaster School of Cosmetology,LANCASTER,PA,0.0,216.0,,,,,,,,,234.0,406.0,,,7223.0,10476.0,,,11205.0,9563.0,,,74.0,273.0,,,1.0,65.0,,,15579.0,19424.0,,,6.0,127.0,,,3195.0,5187.0,,,
6057,213473001.0,Lansdale School of Business,NORTH WALES,PA,50.0,194.0,,,,,,,,,16.0,152.0,,,7223.0,10476.0,,,11205.0,9563.0,0.0,0.0,198.0,313.0,0.0,0.0,3955.0,5507.0,0.0,0.0,1124.0,1796.0,0.0,0.0,3502.0,4754.0,0.0,0.0,3195.0,5187.0,,,
6058,213491001.0,Lansdale School of Cosmetology Inc,LANSDALE,PA,1.0,44.0,5.0,0.0,4.0,,0.0,,0.0,,1991.0,3721.0,1.0,0.0,7455.0,8932.0,5.0,1.0,83.0,56.0,0.0,0.0,198.0,313.0,0.0,0.0,3955.0,5507.0,0.0,0.0,404.0,526.0,0.0,0.0,3502.0,4754.0,0.0,0.0,389.0,421.0,0.0,0.0,
6059,213507001.0,Lebanon Valley College,ANNVILLE,PA,874.0,1044.0,3.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,1991.0,3721.0,0.0,0.0,7455.0,8932.0,1.0,0.0,388.0,775.0,0.0,0.0,198.0,313.0,0.0,0.0,3955.0,5507.0,0.0,0.0,136.0,54.0,0.0,0.0,2257.0,3599.0,0.0,0.0,36.0,4.0,,,
606,114813004.0,Fresno Pacific University,Bakersfield,CA,1031.0,2311.0,,,,,,,,,38.0,245.0,,,100.0,92.0,,,1117.0,2236.0,0.0,0.0,141.0,114.0,0.0,0.0,17.0,184.0,,,417.0,1209.0,0.0,0.0,409.0,1171.0,0.0,0.0,129.0,627.0,0.0,0.0,
6060,213525001.0,Lehigh Carbon Community College,SCHNECKSVILLE,PA,2709.0,4029.0,,,,,,,,,67.0,175.0,0.0,0.0,7455.0,8932.0,0.0,0.0,608.0,560.0,0.0,0.0,85.0,29.0,0.0,0.0,3955.0,5507.0,,,331.0,13.0,1.0,0.0,2930.0,2938.0,3.0,0.0,0.0,0.0,1.0,0.0,
6061,213525002.0,Lehigh Carbon Community College,Allentown,PA,2709.0,4029.0,,,,,,,,,26.0,81.0,1.0,0.0,7455.0,8932.0,0.0,0.0,54.0,1203.0,0.0,0.0,7.0,90.0,1.0,0.0,3852.0,6181.0,1.0,0.0,2028.0,3104.0,0.0,0.0,1619.0,2043.0,0.0,0.0,0.0,0.0,,,
6062,213525003.0,Lehigh Carbon Community College,Tamaqua,PA,2709.0,4029.0,0.0,0.0,0.0,,0.0,,0.0,,90.0,86.0,0.0,0.0,837.0,1583.0,0.0,0.0,118.0,1098.0,0.0,0.0,199.0,334.0,0.0,0.0,26.0,286.0,,,12.0,287.0,,,472.0,9.0,,,6746.0,8565.0,,,
6063,213534001.0,Berks Technical Institute,WYOMISSING,PA,305.0,633.0,14.0,0.0,,,,,,,163.0,3.0,6.0,0.0,2369.0,2363.0,5.0,0.0,931.0,1072.0,0.0,0.0,156.0,134.0,0.0,0.0,41.0,852.0,0.0,0.0,8.0,289.0,0.0,0.0,160.0,180.0,0.0,0.0,324.0,863.0,,,
